"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"36736","ENSG00000271584","LINC02550",0,0.6,2,1,3,0,0
"36737","ENSG00000271590","AC108463.3",1,0.9,2,0.9,0.6,0.8,0.5
"36738","ENSG00000271593","ENSG00000271593",0,0.2,0.3,0.6,0,0.2,0
"36739","ENSG00000271601","LIX1L",48,70,57,54,33,65,50
"36740","ENSG00000271605","MILR1",56,1,22,25,0.2,0.4,6
"36741","ENSG00000271614","ATP2B1-AS1",0.7,3,3,3,0.7,0.7,7
"36742","ENSG00000271615","ACTG1P22",0.3,0,0,0,0.1,0,0
"36743","ENSG00000271625","PSMA6P4",0,0.4,0,0.4,0,0.2,0.3
"36744","ENSG00000271631","AL139041.1",0,0,0.7,0.5,0.5,0.8,0.6
"36745","ENSG00000271639","AC019072.1",0,0,0,0.1,0,0,0
"36746","ENSG00000271643","AC112220.4",4,4,7,3,3,4,6
"36747","ENSG00000271646","AC099343.3",3,7,2,2,2,5,4
"36748","ENSG00000271653","AC097359.3",0,0.2,0,0,0.1,0,0.2
"36749","ENSG00000271659","AL161729.4",2,3,3,0.6,0.3,3,0.8
"36750","ENSG00000271662","AC233280.2",0,0.4,0,0.1,0.1,0.4,0.2
"36751","ENSG00000271664","AC004890.3",0.4,0.9,0.2,0.3,0.8,0.6,0.2
"36752","ENSG00000271670","AC010998.2",0.2,0.2,0.4,0.7,0.2,1,0.3
"36753","ENSG00000271676","AC104771.1",0.6,0,0.2,0,0.6,0.2,0
"36754","ENSG00000271680","AC098935.2",0,0.3,4,0.9,0.6,0.3,0
"36755","ENSG00000271686","AL953862.2",0,0.3,0.6,0.2,0,0,0.2
"36756","ENSG00000271687","MTND5P10",0.1,0.2,0.1,0.1,0.4,0.6,0.4
"36757","ENSG00000271698","AC233992.2",2,0.4,0.7,0.2,0.1,0.4,0.5
"36758","ENSG00000271699","SNX29P2",0.2,0.1,0.3,0.1,0,0.1,0.1
"36759","ENSG00000271707","ATP1B3P1",7,8,22,3,9,3,11
"36760","ENSG00000271709","AC017033.1",7,3,0.3,0,0,0,0.8
"36761","ENSG00000271711","AC069236.1",0.3,0.7,1,0.7,0.7,0,1
"36762","ENSG00000271714","AC010501.1",0,0,0,0,0,0.6,0
"36763","ENSG00000271715","AC012640.3",0.4,0.3,0,0.3,0,0,0
"36764","ENSG00000271716","AC022001.2",0.3,0.2,0,0,0,0.3,0
"36765","ENSG00000271717","AC022146.2",0.4,1,2,0,0.4,0,0.5
"36766","ENSG00000271721","ENSG00000271721",2,4,3,1,1,4,6
"36767","ENSG00000271723","MROH7-TTC4",0.1,0,0,0,0.1,0,0.1
"36768","ENSG00000271724","AC011396.3",0.9,0,0,0,0,0,0
"36769","ENSG00000271725","AC103858.1",0,0,0,0.3,0.9,0,0
"36770","ENSG00000271727","AL357054.2",0.4,0.3,1,0.3,0.3,0.4,0
"36771","ENSG00000271730","AL390208.1",0.2,0,0,0.7,0,1,0.6
"36772","ENSG00000271734","Z98200.1",1,0.3,2,6,4,6,3
"36773","ENSG00000271736","AL138900.3",0,0,0.4,0,0,0,0
"36774","ENSG00000271737","AC008608.2",4,3,3,3,4,0.8,2
"36775","ENSG00000271741","AC114490.2",0.1,0,0,0.1,0,0.1,0.1
"36776","ENSG00000271742","AL121992.2",0,0,0,1,0,0.6,0
"36777","ENSG00000271743","AF287957.1",0.1,0,0.1,0.1,0,0,0
"36778","ENSG00000271745","ENSG00000271745",0,0,0,2,0,0,0
"36779","ENSG00000271748","ENSG00000271748",0,0,0,0,0,1,0
"36780","ENSG00000271749","AC005828.6",2,2,2,0.6,2,1,0.8
"36781","ENSG00000271751","AP003392.5",3,0.7,0,0,0.7,0,1
"36782","ENSG00000271752","AC112187.3",0,2,3,2,1,0.8,0
"36783","ENSG00000271754","AL355802.2",2,3,2,1,0.5,1,1
"36784","ENSG00000271755","AL031118.1",0.4,0.3,0.5,0.6,0.1,0.2,0.4
"36785","ENSG00000271757","AP002360.3",0.2,0.4,0,0.2,0,0.2,0
"36786","ENSG00000271761","AL021368.1",0,0,0,0,0,0,0.3
"36787","ENSG00000271763","AC091544.6",0,0,0,0.3,0,0,0
"36788","ENSG00000271766","AC010424.2",0.7,0.3,0,0,3,2,1
"36789","ENSG00000271771","AC139792.1",0.5,0.4,0.4,0,1,1,0.6
"36790","ENSG00000271774","AL109930.1",0,0.4,0,0,0,0.2,0
"36791","ENSG00000271776","AL445209.1",0,0,0,0,0,0.2,0
"36792","ENSG00000271778","AC080013.3",0.5,1,0,0.5,0,0.3,0
"36793","ENSG00000271779","AC009994.1",0,0.6,0,1,0,0.6,0
"36794","ENSG00000271780","AL118558.3",2,4,2,13,4,15,8
"36795","ENSG00000271781","AC026740.1",7,2,7,3,2,0.8,4
"36796","ENSG00000271784","AL031055.1",0.2,0.7,0.4,3,2,0.3,1
"36797","ENSG00000271788","AC008875.1",0.2,1,1,0.2,0.4,0.6,0.4
"36798","ENSG00000271789","AL080317.2",0.1,0.5,0.8,0.2,0.6,0.6,0.3
"36799","ENSG00000271793","AL589666.1",0.2,0.3,0,0,0,0.2,0
"36800","ENSG00000271795","AC011337.1",0.5,0.3,0.4,0.5,0.5,0.1,0.2
"36801","ENSG00000271797","AC008494.3",2,3,0.2,0.3,1,0.5,0.8
"36802","ENSG00000271798","SNORA51",1,1,5,4,3,2,1
"36803","ENSG00000271803","AL121906.1",0.7,0.3,1,2,0.7,0,0.4
"36804","ENSG00000271806","AL590822.2",0.4,0.3,0.7,0.5,0.4,1,0.4
"36805","ENSG00000271810","AL603832.3",0,0,0,0.1,0.1,0,0
"36806","ENSG00000271811","Z97200.1",0.4,2,2,0,0,0,0.4
"36807","ENSG00000271815","AC008897.3",2,0.6,3,0,0.3,3,1
"36808","ENSG00000271816","BMS1P4",1,1,1,1,0.7,0.9,1
"36809","ENSG00000271817","U3",0,0,1,0,0,0,0.8
"36810","ENSG00000271818","RN7SKP4",0.5,0.4,0,0,1,0,0
"36811","ENSG00000271819","RNU6-94P",0,3,0,0,1,0,3
"36812","ENSG00000271821","AL662844.3",0,0.5,0.4,0.5,1,0,0.7
"36813","ENSG00000271824","SMIM32",0,0,0,0,0,0.1,0
"36814","ENSG00000271825","AC019080.3",2,4,5,2,2,4,2
"36815","ENSG00000271826","PLS3-AS1",2,0.7,2,2,2,2,3
"36816","ENSG00000271828","AC008937.3",0.8,1,1,0.8,1,0.6,0.9
"36817","ENSG00000271830","AC012213.4",0.4,0.8,0,0.8,0.8,0,0
"36818","ENSG00000271833","AL445222.1",0.2,0.9,5,0.9,2,2,9
"36819","ENSG00000271840","AL031281.2",0,0,0,0,0,0,0.7
"36820","ENSG00000271843","AC012557.1",2,3,3,2,3,2,3
"36821","ENSG00000271846","ENSG00000271846",0,3,0,0,2,0,0
"36822","ENSG00000271848","AC073389.2",0,0,0,0,0,0,0.2
"36823","ENSG00000271849","AC012603.1",0.6,2,0,0.3,0.3,0,0.3
"36824","ENSG00000271850","LINC02343",0,13,0.4,0,0.3,0,0.9
"36825","ENSG00000271851","AC087501.5",2,0.6,7,1,2,3,5
"36826","ENSG00000271852","SNORD11B",0,0,7,0,2,0,0
"36827","ENSG00000271855","AC073195.1",1,1,0.8,1,1,1,2
"36828","ENSG00000271856","LINC01215",0.2,0.5,0.3,0.3,0.3,0.4,0.1
"36829","ENSG00000271857","AL096865.1",0.5,0.6,0.5,1,0.2,0.5,0.4
"36830","ENSG00000271858","CYB561D2",0.6,0.5,0.8,0.2,0,0,0.2
"36831","ENSG00000271860","AL589740.1",0,0.4,0.1,0.1,0.2,0.2,0
"36832","ENSG00000271862","AC104118.1",3,3,6,0.2,1,1,4
"36833","ENSG00000271868","AC114810.1",3,4,3,0,0,0.7,3
"36834","ENSG00000271869","AC026979.3",8,6,2,6,5,2,5
"36835","ENSG00000271870","AC024060.1",11,14,19,9,12,20,14
"36836","ENSG00000271871","AC005740.4",0.2,0.9,0.5,0.4,0.2,0.2,0.2
"36837","ENSG00000271874","AC025754.2",0.4,0.3,0.5,0.3,0,0.4,0
"36838","ENSG00000271880","AGAP11",0.2,0.1,0.2,0.6,0,0.4,0.1
"36839","ENSG00000271882","AP001330.5",3,4,8,4,8,3,6
"36840","ENSG00000271886","MIR98",0,0,2,0,4,0,0
"36841","ENSG00000271888","AL136162.1",2,5,0,2,0.8,3,2
"36842","ENSG00000271889","AC016747.2",0.3,0.3,0,0.2,0.7,0.7,0.2
"36843","ENSG00000271890","OR10AE1P",0.2,0.3,0,0,0,0,0.4
"36844","ENSG00000271892","AC026790.1",0,0,0,0,0,0,0.4
"36845","ENSG00000271893","AC064834.1",0,0,0.5,0,0,0,0
"36846","ENSG00000271895","AL109811.3",5,3,7,3,6,3,4
"36847","ENSG00000271901","AL161716.1",0.6,2,0,0,0,0,0
"36848","ENSG00000271911","AL357054.3",0.1,0,0,0,0,0.1,0.1
"36849","ENSG00000271913","AL035530.2",0.3,0.1,0.1,0.9,1,0.5,0.3
"36850","ENSG00000271914","AL139286.2",3,5,2,1,0,2,2
"36851","ENSG00000271916","AC012467.1",0,1,0,0,0,0.6,0
"36852","ENSG00000271917","AL357568.2",0,0.1,0.2,0.1,0.1,0.1,0.4
"36853","ENSG00000271918","AC034236.2",2,3,1,0.9,3,3,1
"36854","ENSG00000271919","AC005828.7",0,0,0,0,0,0.3,0.3
"36855","ENSG00000271924","RNA5SP108",0,0,0,0,2,0,2
"36856","ENSG00000271926","AC008972.1",0.2,0.4,0.7,0,0.2,0.5,1
"36857","ENSG00000271930","AC016877.3",0,0,0,0,0,0,0.7
"36858","ENSG00000271931","AL353135.1",0,0.3,0.4,0.3,0,0,0.4
"36859","ENSG00000271933","AL603756.1",0.5,1,0.5,1,0.7,0.7,0.8
"36860","ENSG00000271936","AC012073.1",12,6,10,5,8,2,10
"36861","ENSG00000271937","AC104187.1",0.3,0.7,0,0.7,0.5,0.5,0.9
"36862","ENSG00000271938","AC103724.4",0,1,0,0,0,0,0.6
"36863","ENSG00000271941","AC104184.1",0.4,0.4,0,0.4,0.6,0,0.5
"36864","ENSG00000271943","AC098614.4",0.7,18,0,0.6,1,1,4
"36865","ENSG00000271945","AL590426.2",0,0,0,0.2,0,0,0
"36866","ENSG00000271947","AC017076.1",20,3,0.8,7,5,8,0.6
"36867","ENSG00000271949","AC093423.3",0.2,0,0,0,0,0.5,0
"36868","ENSG00000271952","LINC01954",0,0,0,0,0,0.3,4
"36869","ENSG00000271958","AC021860.1",0.4,0.7,0,0,0,0,0.5
"36870","ENSG00000271959","AC100803.3",0.1,0,0,0.1,0.1,0,0
"36871","ENSG00000271964","AC090948.1",0.6,1,0.4,2,0.8,1,0
"36872","ENSG00000271966","AC021321.1",1,0.5,2,0.6,0.8,0.9,0.7
"36873","ENSG00000271967","AL583856.2",0,0,0,0.3,0,0.3,0.3
"36874","ENSG00000271970","AL355802.3",0,0,0,0,0,0.3,0.7
"36875","ENSG00000271971","AC120053.1",4,2,4,4,2,2,2
"36876","ENSG00000271973","AC141002.1",3,0,4,3,0,2,4
"36877","ENSG00000271976","AC012467.2",5,11,4,12,6,8,7
"36878","ENSG00000271978","AL359643.2",1,0.6,0.6,1,0.3,1,0.1
"36879","ENSG00000271980","AC012640.4",0.2,0.1,0.2,0.1,0,0.1,0
"36880","ENSG00000271983","AC023302.1",1,5,0.5,3,1,0.3,1
"36881","ENSG00000271984","AL008726.1",0,0.5,0,0,0.3,0.3,0.6
"36882","ENSG00000271986","RN7SL827P",0.5,0,0,0,0.5,1,0.6
"36883","ENSG00000271989","AL139424.1",0,0.2,0,0,0.7,0,0
"36884","ENSG00000271991","AC013400.1",0.6,0.5,0,0.3,0.5,0.9,0
"36885","ENSG00000271992","AL354872.2",0,0.9,1,3,3,0.7,1
"36886","ENSG00000271993","AC126118.1",1,0.7,0.4,0.2,0.9,1,0.9
"36887","ENSG00000271996","AC019080.4",0.5,0,0.4,0.5,0,0,0.3
"36888","ENSG00000271997","ENSG00000271997",0.7,1,0.6,1,0.7,1,1
"36889","ENSG00000272002","AC010904.2",3,2,0.4,2,4,1,1
"36890","ENSG00000272004","FO704657.1",0,0.7,0.6,1,0.4,1,0.9
"36891","ENSG00000272006","AC037487.3",0,1,0,0,0,1,8
"36892","ENSG00000272008","AL139274.2",0.3,0.5,0.1,0.7,0.2,0.2,0.5
"36893","ENSG00000272009","AL121944.1",2,0.8,0.3,6,3,4,3
"36894","ENSG00000272010","AC100814.1",2,1,1,2,2,2,1
"36895","ENSG00000272017","AL137784.2",0.5,0.7,0,0,0.4,0,0.4
"36896","ENSG00000272021","AC008592.5",0,0.3,0,0,0,0,0
"36897","ENSG00000272023","AC010240.3",0,0.4,0,0,0,0.4,0
"36898","ENSG00000272024","AC064807.4",1,0.7,2,2,1,0.8,0.9
"36899","ENSG00000272027","AC073218.2",0.2,0,0.3,0.2,0.2,0.2,0
"36900","ENSG00000272030","AL162258.2",1,2,2,1,0.8,0.6,2
"36901","ENSG00000272031","ANKRD34A",6,16,6,4,2,7,6
"36902","ENSG00000272033","AL136984.1",0.1,0.2,0.5,0.1,0,0.2,0
"36903","ENSG00000272034","SNORD14A",25,29,27,9,8,9,6
"36904","ENSG00000272037","AP002907.1",0.6,0.1,0.9,0.5,0.4,0.3,0.1
"36905","ENSG00000272040","AC010245.2",0.9,0.6,3,0.5,0.4,0.5,2
"36906","ENSG00000272043","AC016405.2",0,0,0,0.5,0,0,2
"36907","ENSG00000272046","AL445647.1",0,4,0.1,0,0.1,0.3,2
"36908","ENSG00000272047","GTF2H5",15,13,36,15,12,10,22
"36909","ENSG00000272049","AC091965.4",2,0.7,2,2,0.5,2,6
"36910","ENSG00000272053","AL160400.1",0.6,3,0,0,0.4,0,0
"36911","ENSG00000272054","AC007390.2",2,3,4,1,2,2,2
"36912","ENSG00000272055","RNU6-6P",1,0,2,0,1,0,0
"36913","ENSG00000272056","AC013472.3",0.5,0,0,0.4,0,0.2,0.6
"36914","ENSG00000272057","AC016575.1",0,0,0,0,0,1,0.9
"36915","ENSG00000272068","AL365181.2",8,30,4,4,0,0.7,4
"36916","ENSG00000272070","AC005618.1",0.5,3,0.1,0.1,0.1,0.5,0.1
"36917","ENSG00000272071","AC122710.3",0.6,0.8,0.4,0.5,0,0,0.7
"36918","ENSG00000272072","AC004492.1",1,0.8,6,4,1,1,3
"36919","ENSG00000272075","RN7SL828P",1,0,2,0.5,0,0.5,0.6
"36920","ENSG00000272076","AC090186.1",0.3,0.5,0.8,0,0,1,0.3
"36921","ENSG00000272077","AC124045.1",1,2,2,1,0.8,0,3
"36922","ENSG00000272078","AL139423.1",0,0.1,0,0.2,0.1,0,0.2
"36923","ENSG00000272079","AC004233.3",0.6,0,0.9,2,0.7,0.1,0.1
"36924","ENSG00000272081","AC008972.2",0.9,1,0.9,0.6,0.9,1,0.7
"36925","ENSG00000272084","AL137127.1",0.3,0.3,0.3,0.4,0.3,0.3,0.9
"36926","ENSG00000272085","AC091979.2",21,0,26,8,0.7,0,0.8
"36927","ENSG00000272086","AC025181.2",5,5,1,7,3,7,4
"36928","ENSG00000272087","AC080013.4",3,5,10,5,8,6,4
"36929","ENSG00000272088","AL512413.1",0,0,0,1,0,0,0.9
"36930","ENSG00000272092","AC087623.3",1,3,1,1,1,2,2
"36931","ENSG00000272094","AC091614.1",0.7,0.8,0.8,0.5,1,4,4
"36932","ENSG00000272096","RN7SL715P",1,0,0.8,0,0,0,0
"36933","ENSG00000272097","AL024498.1",1,0.2,0.3,0.8,0.8,2,0.6
"36934","ENSG00000272100","AL513218.1",2,0.7,0.6,0.4,1,0.4,0.5
"36935","ENSG00000272102","AL133406.3",3,1,3,0.3,0.8,2,3
"36936","ENSG00000272103","AC026741.1",0.3,0.6,0,0,0,0,0
"36937","ENSG00000272104","Z84492.1",0,0.3,0,0,0.4,0,0
"36938","ENSG00000272106","AL691432.2",4,6,6,5,4,4,3
"36939","ENSG00000272108","AC244517.1",0.6,0.6,1,0.1,0.3,0.3,1
"36940","ENSG00000272109","AC008906.2",0,0.5,0,0,0.3,0.6,0.6
"36941","ENSG00000272112","AC011374.2",3,1,5,3,3,2,1
"36942","ENSG00000272115","AC233992.3",3,0.6,1,0.3,0.6,0.7,1
"36943","ENSG00000272121","AC006058.3",0.4,2,6,1,1,1,7
"36944","ENSG00000272123","AC008966.2",0,0,2,0,0.6,0,0
"36945","ENSG00000272128","AP006545.2",1,0.3,0.5,0.6,0.6,0.7,0.4
"36946","ENSG00000272129","AL359715.4",3,0.7,0.2,2,1,2,3
"36947","ENSG00000272137","AL451064.1",0.3,0.3,0.5,0,0.6,0.3,0
"36948","ENSG00000272138","LINC01607",0.4,0.4,0.3,3,0.4,0.4,0.2
"36949","ENSG00000272140","AC022400.5",1,1,2,0.4,0.8,2,2
"36950","ENSG00000272141","AL390719.2",0,0,0,0.3,0,0,0
"36951","ENSG00000272142","AL359643.3",8,4,1,6,1,5,2
"36952","ENSG00000272143","FGF14-AS2",1,7,0,0.8,0,5,0.3
"36953","ENSG00000272144","AC025171.4",1,1,0.2,0.1,0.1,0.5,2
"36954","ENSG00000272145","NFYC-AS1",2,2,2,1,1,2,3
"36955","ENSG00000272146","ARF4-AS1",2,2,0.4,1,2,0.8,2
"36956","ENSG00000272148","AC013403.2",1,0.9,0.5,0.3,0.6,2,2
"36957","ENSG00000272150","NBPF25P",2,2,0.9,2,1,1,1
"36958","ENSG00000272153","AL365330.1",6,6,5,0.8,4,3,1
"36959","ENSG00000272154","AC244517.2",0,0.5,0.6,0.1,0,0,0.9
"36960","ENSG00000272155","AC055822.1",1,0.9,3,0.3,0.3,1,3
"36961","ENSG00000272156","AC008280.3",0.4,0,0.3,1,0.8,0.9,0
"36962","ENSG00000272158","AL139022.2",0,0,0.5,0.3,0.3,0,0
"36963","ENSG00000272159","AC087623.4",0,0,0,0.2,0,0.2,0.8
"36964","ENSG00000272160","RNU4-5P",0,1,0,0,0,0,1
"36965","ENSG00000272161","AL589739.1",0,0.3,0,0,0.3,1,0
"36966","ENSG00000272163","AF106564.1",0.1,2,0,0,0.1,3,0
"36967","ENSG00000272164","AC005972.3",0,0.9,0,0,0.3,0,0
"36968","ENSG00000272167","AL606537.1",0,0.1,0,0,0,0,0
"36969","ENSG00000272168","CASC15",0.8,0.7,3,2,0.1,11,4
"36970","ENSG00000272170","AL355385.1",0,0,0,0,0.4,0,0
"36971","ENSG00000272172","AC138696.2",18,12,3,7,4,9,7
"36972","ENSG00000272173","U47924.2",3,8,3,0.8,1,0,1
"36973","ENSG00000272174","ENSG00000272174",0,1,0,0,0,0,0
"36974","ENSG00000272175","AL050343.2",0,0,2,0,2,0,0.6
"36975","ENSG00000272180","AC011306.1",0.1,0.2,0.4,0.1,0,0.1,0.1
"36976","ENSG00000272181","AC012557.2",0.7,0,0.5,0,0.7,0,0
"36977","ENSG00000272182","AC135507.1",1,1,0.4,1,0.5,1,1
"36978","ENSG00000272183","AC005041.3",8,13,6,4,7,4,21
"36979","ENSG00000272186","AP003392.6",3,1,1,0.9,0.9,0.5,3
"36980","ENSG00000272189","AL024508.2",0.5,0.4,0,0,0.1,0.6,0.2
"36981","ENSG00000272192","AC100812.1",0.3,0.5,0,0.5,0,0.5,0
"36982","ENSG00000272195","AL356512.1",0.5,0.6,0.1,0.2,0.1,0.3,0.7
"36983","ENSG00000272196","HIST2H2AA4",2,1,0.8,0,0.3,0.8,0
"36984","ENSG00000272197","RN7SL803P",0,0,0,0,0,0.5,0
"36985","ENSG00000272202","AC097358.2",0,0.4,0.2,0.7,0.3,0.4,0.3
"36986","ENSG00000272203","AC004775.1",0.2,0,0,0,0,0,0
"36987","ENSG00000272205","AL451050.2",1,0.8,2,0.8,0.8,0.5,0.3
"36988","ENSG00000272209","AL023583.1",0.3,0.4,0.4,0.5,0.8,0.4,0.2
"36989","ENSG00000272211","AC114760.2",0.7,0.5,0.9,0.1,0.4,0.2,0.4
"36990","ENSG00000272217","AL645940.1",3,3,6,2,0.2,0.3,0.9
"36991","ENSG00000272218","AC108865.2",0.4,0.6,0,0,0,0,0
"36992","ENSG00000272219","AC005072.1",0.4,0.2,0.1,0.2,0.5,0.4,0.2
"36993","ENSG00000272221","AL645933.2",9,1,7,3,4,2,4
"36994","ENSG00000272223","AL136304.1",2,4,2,1,0,0.9,2
"36995","ENSG00000272226","AL136985.2",0.6,0.8,0,0.8,0,1,0.7
"36996","ENSG00000272232","RN7SL726P",0,0.5,0,0,0,0,0
"36997","ENSG00000272236","AL645939.5",0,0,3,1,0.6,2,0.7
"36998","ENSG00000272239","AC011373.1",0.6,0,0,0.6,0.6,0,0
"36999","ENSG00000272240","AC004908.1",0.8,1,0.4,0.5,0.8,1,0.7
"37000","ENSG00000272247","AC080013.5",0.2,0.4,0.3,0.2,0.4,0,0.3
"37001","ENSG00000272248","AL138831.2",0.9,0,0,0.6,1,2,0.4
"37002","ENSG00000272250","ENSG00000272250",0.3,0.3,0.4,0.3,0.6,0.6,1
"37003","ENSG00000272253","RNA5SP386",0,0,0,0,0,0,2
"37004","ENSG00000272254","AC022893.3",0,0,0,0,0.3,0,0
"37005","ENSG00000272255","AC113361.1",0.6,0.3,0.4,0.8,0.3,0,0
"37006","ENSG00000272256","AC044849.2",0,0,0,0,0,0.4,0
"37007","ENSG00000272259","LINC01749",0,0,0.1,0,0,0,0
"37008","ENSG00000272263","AC034198.2",3,2,0,1,0.6,0.3,2
"37009","ENSG00000272264","AC009686.2",3,0.2,3,0.2,2,1,0.9
"37010","ENSG00000272265","AC034236.3",0,0.3,0,0,0.3,0,0
"37011","ENSG00000272267","AC021242.3",2,0.6,0,0.9,0.8,1,0.3
"37012","ENSG00000272269","AL138724.1",14,3,2,5,6,4,3
"37013","ENSG00000272273","IER3-AS1",1,1,6,6,1,0.6,2
"37014","ENSG00000272274","LINC00551",0.1,0,0,0,0,0,0
"37015","ENSG00000272275","AC092687.3",0.4,2,0.6,6,3,1,1
"37016","ENSG00000272277","AL031963.3",5,1,1,2,3,1,1
"37017","ENSG00000272279","AL512329.2",9,0,0.4,1,0,0.3,1
"37018","ENSG00000272281","TPTE2P2",0.2,0.3,0.3,0.2,0.2,0.1,0.1
"37019","ENSG00000272282","LINC02084",1,2,0,1,2,0,2
"37020","ENSG00000272288","AL451165.2",7,3,2,9,4,3,7
"37021","ENSG00000272293","AC083964.1",0.7,0.2,0.4,0.5,0.5,0.5,0.6
"37022","ENSG00000272298","AC091544.7",3,0,5,30,8,47,5
"37023","ENSG00000272299","ENSG00000272299",0.6,3,4,5,1,23,2
"37024","ENSG00000272301","AP002360.4",0.9,2,0.9,2,2,0.3,0.4
"37025","ENSG00000272304","AC096721.1",0,0.3,0,0,0,0,0
"37026","ENSG00000272305","AC096887.1",0.1,0.4,0.5,0.5,0.1,0.2,0.3
"37027","ENSG00000272308","AC104113.1",0.6,0.9,0.5,0,0.6,0.3,0.8
"37028","ENSG00000272311","IFNL4P1",0,0,0,0,0,0,0.3
"37029","ENSG00000272312","AL133255.1",0,0,0,0,0,1,0.4
"37030","ENSG00000272316","AL021368.2",2,0.7,2,2,1,0.9,1
"37031","ENSG00000272319","AL022345.1",0,2,0,2,0,0,0
"37032","ENSG00000272320","AL445309.1",3,0,0,0.2,0.3,0.3,0
"37033","ENSG00000272321","AP003355.2",0.1,0.1,0,0,0,0.1,0
"37034","ENSG00000272323","AC026801.3",3,2,2,4,1,8,3
"37035","ENSG00000272324","AC012629.2",0,0.7,0,0,1,0.4,1
"37036","ENSG00000272325","NUDT3",30,11,21,16,13,14,15
"37037","ENSG00000272328","AC007128.2",0.2,0.9,0,0,0.3,0.5,0.4
"37038","ENSG00000272329","AL353581.1",0.4,0.2,0.5,0.4,0,0.7,0.3
"37039","ENSG00000272330","AC002044.1",2,0,0,0,0.9,1,0
"37040","ENSG00000272333","KMT2B",22,23,20,18,20,15,18
"37041","ENSG00000272334","AC011816.2",0,0,0,0,0.3,0,0.3
"37042","ENSG00000272335","AC093297.2",13,9,6,12,3,8,7
"37043","ENSG00000272338","AC067838.1",6,5,2,4,3,3,5
"37044","ENSG00000272341","AL137003.2",3,3,5,0.9,0.7,3,3
"37045","ENSG00000272342","LINC01115",0,0.2,0,0,0,0.8,0.3
"37046","ENSG00000272343","AC107952.2",0,0,2,0,0,0.3,1
"37047","ENSG00000272345","AL031775.1",3,1,5,2,1,3,1
"37048","ENSG00000272347","AC116351.2",0.1,0.1,0,0,0,0.6,2
"37049","ENSG00000272354","AC092354.1",0,0,0,0,0.8,0.8,1
"37050","ENSG00000272356","AL080317.3",0.7,1,0.6,0.4,0.8,0.7,0.9
"37051","ENSG00000272359","RNU4-89P",2,0,2,0,3,0,0
"37052","ENSG00000272360","AC116036.2",0,2,0,0.9,0,0.3,0.8
"37053","ENSG00000272361","AC005014.2",2,0,0.4,0.5,1,0.3,2
"37054","ENSG00000272362","AL160408.5",0,0.5,0,0,0,0,0
"37055","ENSG00000272366","AL158211.3",0,0,0,1,0,1,2
"37056","ENSG00000272367","AC018754.1",1,2,3,0.3,1,0.7,0.8
"37057","ENSG00000272368","AC074032.1",2,1,2,3,1,3,2
"37058","ENSG00000272369","AC008035.1",1,2,0.5,2,0,3,1
"37059","ENSG00000272370","AC092354.2",2,2,1,0.6,0.8,0.3,2
"37060","ENSG00000272371","AL591167.1",0,0.3,0,0,0,0,0
"37061","ENSG00000272372","AC009102.2",0.1,0.9,0.4,0.3,0,0.6,0
"37062","ENSG00000272374","Z97832.2",0.5,0.3,0.6,0.4,0.3,0.3,0.4
"37063","ENSG00000272375","AC026979.4",0.2,1,2,0.9,0.9,1,2
"37064","ENSG00000272379","AL008729.2",0.6,0.3,1,0,0.3,3,0
"37065","ENSG00000272381","AL356258.1",0.2,0.1,0.3,0.1,0.2,0.4,0.4
"37066","ENSG00000272382","AC025171.5",0.3,0.5,0.5,0.3,0.2,0.3,0
"37067","ENSG00000272384","AC016405.3",0,0.5,0,0.3,0.3,0,0.4
"37068","ENSG00000272386","AC015802.5",2,0,3,1,0.4,7,0.9
"37069","ENSG00000272389","AC008536.2",0.9,2,0.6,1,0.4,0.9,0.5
"37070","ENSG00000272391","POM121C",24,27,44,38,10,20,24
"37071","ENSG00000272393","RNU6-92P",0,0,2,0,0,0,0
"37072","ENSG00000272395","IFNL4",0,0,0,0.1,0,0,0
"37073","ENSG00000272396","AC005392.3",0.3,0,0,0,0,0,0
"37074","ENSG00000272397","AL138916.2",0,0.1,0,0,0,0,0
"37075","ENSG00000272398","CD24",1,0.6,0.3,0,0.7,0.2,0.1
"37076","ENSG00000272402","AL031775.2",2,0.3,1,2,2,0.4,1
"37077","ENSG00000272405","AL365181.3",50,217,26,20,0.6,0.9,19
"37078","ENSG00000272406","AC108102.1",0,0.3,0,0,0.3,0,0
"37079","ENSG00000272407","AL022394.1",0,1,0.8,0,1,0,0.6
"37080","ENSG00000272412","RN7SL778P",0.5,0.9,2,1,0.5,2,2
"37081","ENSG00000272414","FAM47E-STBD1",0.1,0.1,0.1,0.2,0.1,0.2,0.1
"37082","ENSG00000272416","AC025175.1",1,0.9,3,0.6,0.6,2,3
"37083","ENSG00000272417","AC034229.4",1,0.3,0,0,0.7,0.4,0
"37084","ENSG00000272419","AC241585.2",0.6,2,0.9,0.4,1,2,0.5
"37085","ENSG00000272420","AL513477.2",3,2,2,0.5,1,3,2
"37086","ENSG00000272425","AC009902.3",1,2,2,2,0.9,4,0.7
"37087","ENSG00000272426","BX284668.6",1,0,0,0,0,0.4,0
"37088","ENSG00000272428","AL450270.1",3,0.7,0,0,0.4,0.8,0
"37089","ENSG00000272430","AL356056.3",0.8,4,1,2,0.5,0.9,1
"37090","ENSG00000272431","AC104117.5",0,0,0.4,0.5,0.3,0.3,0
