"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"36378","ENSG00000270460","AC106900.2",0,0.4,0,0,0,0,0
"36379","ENSG00000270462","AC005034.2",0,0,0,0,0.4,0.4,0
"36380","ENSG00000270469","AC006557.5",0,0,0,0,0.2,0.2,0
"36381","ENSG00000270470","AC064872.1",0,0.1,0,0,0,0,0
"36382","ENSG00000270475","AC024563.2",0,0,0.5,0,0,0,0
"36383","ENSG00000270479","BNIP3P37",0.2,0.5,0.5,0.5,0,0,0.4
"36384","ENSG00000270480","AC073413.1",1,0.4,0,0,0.6,0,0.7
"36385","ENSG00000270482","AC026367.1",0.7,0.9,1,0.5,0.9,0.8,0.9
"36386","ENSG00000270484","AL078595.2",0,0.1,0,0,0.1,0,0
"36387","ENSG00000270487","AL355297.2",0,1,0,0,1,0,0
"36388","ENSG00000270490","AC110048.1",0.1,0.1,0.1,0.1,0,0,0
"36389","ENSG00000270492","AC137695.1",0.6,0,0,0,0,1,0
"36390","ENSG00000270495","AC008825.2",1,3,0,0,0,2,0.3
"36391","ENSG00000270497","BX322635.1",0,0,0,0,0,0,0.7
"36392","ENSG00000270499","MKI67P1",0.1,0,0.2,0,0.1,0,0
"36393","ENSG00000270503","YTHDF2P1",0,0,0.4,0,0.1,0.1,0.1
"36394","ENSG00000270504","AL391422.3",21,5,17,17,14,14,9
"36395","ENSG00000270510","AP000811.1",3,3,1,2,0.4,0.5,2
"36396","ENSG00000270513","AC113368.1",0.8,0,1,0,0.4,1,0.5
"36397","ENSG00000270516","AC079791.1",0,0,0.2,0,0,0,0
"36398","ENSG00000270518","AC008626.1",0.5,1,0,1,3,2,0.6
"36399","ENSG00000270521","AL450336.1",0,0,0,0,0,0,0.3
"36400","ENSG00000270522","AL162713.1",1,0.5,3,0,0,1,0.7
"36401","ENSG00000270528","AC021171.1",0.2,0,0,0,0,0,0
"36402","ENSG00000270532","PEBP1P2",8,11,12,8,9,10,8
"36403","ENSG00000270533","CR382285.1",1,5,0.2,1,0.1,0.3,1
"36404","ENSG00000270538","AC121247.2",0,1,0,0,0,0,0
"36405","ENSG00000270540","AC093915.1",0.2,0,0,0,0,0,0
"36406","ENSG00000270544","AC008555.3",0.7,0,0.5,0,0.7,0,0
"36407","ENSG00000270547","LINC01235",0,0.1,0.1,0.1,0,0.1,0
"36408","ENSG00000270549","AL451044.1",0,0.6,0,0,1,0,0
"36409","ENSG00000270553","AC011921.3",0,0.4,0,0,0,0,0
"36410","ENSG00000270554","AC069431.2",0,0.1,0,0,0.1,0,0
"36411","ENSG00000270557","AC013731.1",1,2,1,1,1,0.9,2
"36412","ENSG00000270558","AC025449.1",9,4,6,3,2,2,2
"36413","ENSG00000270562","AC097634.1",0,0,0,0.1,0,0.1,0
"36414","ENSG00000270570","AC140113.1",0.9,0,0,0.8,0.9,0,0
"36415","ENSG00000270571","AC007681.1",0.3,0.3,0.3,0,2,0.1,0.2
"36416","ENSG00000270574","AC010680.2",0.6,0,0.7,0,2,1,0.8
"36417","ENSG00000270578","AP000787.2",0.8,0.5,0,0.3,0,0,2
"36418","ENSG00000270580","PKD1P6-NPIPP1",0.8,2,0.9,1,2,0.5,0.5
"36419","ENSG00000270583","AL365400.2",0,1,0,0,0,0,0
"36420","ENSG00000270585","AL445435.1",1,0.4,0,0.9,0.4,0.2,0.3
"36421","ENSG00000270587","AC046185.2",5,7,2,6,2,2,10
"36422","ENSG00000270589","AL158163.1",0.8,0.7,0.1,0.4,0.5,0.8,0.3
"36423","ENSG00000270591","AL049840.6",0.3,0.6,0,0,0,0,0
"36424","ENSG00000270598","AL512343.1",0,0,0,0,0.9,0,2
"36425","ENSG00000270604","HCG17",1,0.4,0.9,0.2,0,0,0
"36426","ENSG00000270605","AL353622.1",3,4,2,2,2,2,3
"36427","ENSG00000270606","PPIAP52",0,0,0,0,0.3,0,0
"36428","ENSG00000270607","AC009549.1",0.5,0.2,5,1,7,5,9
"36429","ENSG00000270612","AC112191.3",1,1,3,0.5,0.5,0.6,0
"36430","ENSG00000270614","AC011451.2",0,0.5,1,0.5,0,0.5,0.3
"36431","ENSG00000270617","URGCP-MRPS24",0.4,0,0,0.2,0,0,0
"36432","ENSG00000270619","AL391358.1",0,0,0,0,0,0,1
"36433","ENSG00000270625","AC004835.2",0,0,0,0,0.2,0,0
"36434","ENSG00000270629","NBPF14",3,3,1,2,1,2,1
"36435","ENSG00000270632","AL356575.1",0.5,0,0,0,0,0,0
"36436","ENSG00000270638","AL023806.1",0.5,0.3,0.3,0.6,0.2,0,0.7
"36437","ENSG00000270640","AC104695.3",0.5,0,0.8,0,0.5,0.5,0.6
"36438","ENSG00000270641","TSIX",0.4,0.4,0.6,0.3,0.9,0.4,0.5
"36439","ENSG00000270647","TAF15",122,148,117,91,110,81,146
"36440","ENSG00000270652","DPRXP5",0,0,0,0.3,0,0,0.3
"36441","ENSG00000270659","AC079610.2",0,4,0,0,0,0.5,0
"36442","ENSG00000270661","Z99289.2",0,0.2,0,0.1,0,0,0.3
"36443","ENSG00000270664","AC010900.2",0,0,0,0,0,0.8,0
"36444","ENSG00000270665","HNRNPA1P67",0.2,0,0,0,0,0.3,0
"36445","ENSG00000270672","MTRNR2L6",0.5,0.2,0.3,0.5,0.6,0.9,0.6
"36446","ENSG00000270673","YTHDF3-AS1",7,3,3,5,2,5,3
"36447","ENSG00000270679","AC138473.1",0.6,0,0,0.3,0.5,0,0
"36448","ENSG00000270681","AC095055.1",0.4,2,0,0.9,0.6,2,0.3
"36449","ENSG00000270689","BUD13P1",0.4,0.4,0.3,0,0.4,0.1,0.6
"36450","ENSG00000270690","AC105129.3",0,0,0,0.3,0,0,0.4
"36451","ENSG00000270696","AC005034.3",18,28,18,20,17,19,24
"36452","ENSG00000270697","AC106791.2",0,0.4,0,0,0,0.4,0
"36453","ENSG00000270702","AC073657.2",0.5,1,0,0,0,0.5,0
"36454","ENSG00000270704","AC124312.4",0,8,0,0.5,4,2,2
"36455","ENSG00000270706","PRMT1P1",0.2,0.6,0.2,0,0.3,0.3,0.4
"36456","ENSG00000270710","FO393422.1",0,0,0,0,0,0.2,0
"36457","ENSG00000270711","AL162431.4",0,0.3,0,0.7,0,0,0.4
"36458","ENSG00000270712","AL591222.2",0,2,0,0,0,0,0
"36459","ENSG00000270714","MINOS1P2",0,0,0,0,0,1,0
"36460","ENSG00000270720","AC104785.1",0.8,0,0.4,0.7,0.2,2,0.6
"36461","ENSG00000270722","U1",6,4,11,3,0,7,1
"36462","ENSG00000270723","RPL23AP92",0,0.6,0,0.6,0.6,0,0.7
"36463","ENSG00000270725","AL356580.1",0,0,1,0,0,0,0
"36464","ENSG00000270726","AJ271736.1",0,0.2,0,0,0,0,0
"36465","ENSG00000270728","AL035413.2",6,7,3,11,4,1,7
"36466","ENSG00000270733","AL355877.2",0.8,2,0,0,0.8,0,1
"36467","ENSG00000270739","AC090953.1",0.1,0,0,0,0,0.1,0
"36468","ENSG00000270742","AC096947.1",0,0,0,0,0,0.3,0
"36469","ENSG00000270745","AL731768.1",0,0,0,0,0,1,0
"36470","ENSG00000270750","AC080078.2",0,0,0,1,0.3,0,0
"36471","ENSG00000270751","FBXW7-AS1",0.4,0.4,0,0.8,0.4,0,0.5
"36472","ENSG00000270755","AL136141.1",0,0.4,0,0,0.4,0.9,0.5
"36473","ENSG00000270757","HSPE1-MOB4",0.2,0.2,0,0.5,0.2,0.2,0.4
"36474","ENSG00000270760","AD001527.1",0.4,1,1,2,3,1,0
"36475","ENSG00000270761","AL355353.1",2,2,0.7,3,0.4,1,0.6
"36476","ENSG00000270762","FXYD6P1",0,0,0,0,0.5,0,0
"36477","ENSG00000270764","AC005070.1",0,0,0,0,0,0,0.5
"36478","ENSG00000270765","GAS2L2",0,0,0,0,0,0,0.4
"36479","ENSG00000270773","AC137695.2",1,0.4,0.9,0.9,0.8,0.2,0.2
"36480","ENSG00000270775","AP000436.1",1,0.7,0.3,0,2,1,1
"36481","ENSG00000270777","AL158042.1",0,0,0.5,0,0,0,0
"36482","ENSG00000270780","AL591742.1",0,0,0,0,0,0,0.3
"36483","ENSG00000270781","AC091133.5",16,8,0.8,2,10,16,6
"36484","ENSG00000270788","PDLIM1P1",0.2,0.1,0.2,0.2,0,0,0
"36485","ENSG00000270792","AL050403.2",0,0,0.4,0.3,0.2,0.3,0
"36486","ENSG00000270799","AC013467.2",0.2,0.2,0,0,0.3,0.2,0
"36487","ENSG00000270800","RPS10-NUDT3",0,0.2,0,0.2,0,0,0.2
"36488","ENSG00000270802","AC005776.1",0,0,0,1,1,0,0.6
"36489","ENSG00000270804","AC010326.4",4,4,3,3,6,2,5
"36490","ENSG00000270806","C17orf50",0.1,0,0,0,0,0,0
"36491","ENSG00000270808","AC022400.4",1,0,0.8,0.5,0.5,0,0
"36492","ENSG00000270809","CHCHD2P11",0,0,0,0,0,0.4,0
"36493","ENSG00000270813","NANOGNBP3",0,0,0,0,0,0.3,0.3
"36494","ENSG00000270814","TMEM261P1",0.4,0.4,0,0,0,0,0
"36495","ENSG00000270816","LINC00221",21,34,0.9,0.4,10,21,29
"36496","ENSG00000270820","AC016727.1",2,4,0.8,3,1,3,3
"36497","ENSG00000270822","AC092032.1",0.9,0,0,0,0.9,0,0
"36498","ENSG00000270823","AC007938.2",0.1,0.1,0.1,0.2,0.1,0.1,0.3
"36499","ENSG00000270832","AC092120.3",0,0,0,0.3,0.3,0,0.3
"36500","ENSG00000270837","HNRNPDLP4",0,0.5,0,0,0,0,0
"36501","ENSG00000270839","AC091393.1",0,0.7,0,0.2,0,0.3,0
"36502","ENSG00000270846","AC021171.2",0,0,0,0,0,0.4,0
"36503","ENSG00000270857","AC007621.1",2,0,0.5,0.6,0.3,0.7,0
"36504","ENSG00000270858","VDAC1P5",0.7,1,2,0.7,0.9,0.6,0.2
"36505","ENSG00000270861","AP002906.1",0,0.6,0,0,0,0,0
"36506","ENSG00000270863","DDX55P1",0.3,0.2,0.2,0.2,0.1,0,0.3
"36507","ENSG00000270865","RPL12P48",1,0.5,0,0,0.9,0.5,1
"36508","ENSG00000270870","AC004805.2",0.6,1,0,0.3,0,0,0
"36509","ENSG00000270871","AC015849.3",3,3,8,3,2,7,4
"36510","ENSG00000270872","SRGAP2D",2,2,0.4,1,3,0.5,0.2
"36511","ENSG00000270874","RPAP2P1",0.1,0.2,0,0.1,0.2,0.1,0.3
"36512","ENSG00000270876","ZNF30-AS1",0.2,0.7,0.4,0.2,0.9,0,0.6
"36513","ENSG00000270878","AL136038.4",0.4,0.2,0.4,0.5,0,0.4,0.7
"36514","ENSG00000270879","ENSG00000270879",0,0.5,2,1,0.5,0.6,0.6
"36515","ENSG00000270882","HIST2H4A",0.8,1,0.1,0.6,0.1,1,0
"36516","ENSG00000270883","AC080078.3",0,0,0,0,0,0.3,0
"36517","ENSG00000270885","RASL10B",9,0.4,0.1,9,0.1,4,3
"36518","ENSG00000270889","AC087072.1",0.4,0.3,0.5,0,0,0,0.9
"36519","ENSG00000270890","AL049844.2",4,2,5,2,2,4,5
"36520","ENSG00000270893","AC008277.2",0,0.2,0,0,0,0,0
"36521","ENSG00000270894","AC015849.4",6,9,11,5,5,7,7
"36522","ENSG00000270896","AL645939.4",0,1,0,0,0,1,0
"36523","ENSG00000270898","GPR75-ASB3",0.3,0.1,0,0,0.1,0,0
"36524","ENSG00000270903","HNRNPA3P9",0.3,0.3,0.7,0.3,0.2,0.6,0.4
"36525","ENSG00000270906","MTND4P35",0.8,0.3,2,0.9,0.5,4,0.9
"36526","ENSG00000270909","CR788268.1",0.1,0.2,0.1,0.1,0,0,0
"36527","ENSG00000270911","AC114878.2",0,0,0,0,0,0,0.1
"36528","ENSG00000270915","AC073410.2",0,0.4,0,0,1,0,0
"36529","ENSG00000270917","AL161911.2",0.8,0.4,1,0.4,0,0.4,1
"36530","ENSG00000270919","AC108451.2",0.8,5,0.4,0.3,0.8,0.6,0.7
"36531","ENSG00000270921","CICP23",0,0,0,0,0,0,0.1
"36532","ENSG00000270923","TAS2R6P",0.6,0.2,1,0.5,0,0,0
"36533","ENSG00000270926","AC008013.3",1,0.8,0.3,0.4,0,0.5,0
"36534","ENSG00000270929","SRD5A3P1",0,0,0,0,0,0.2,0
"36535","ENSG00000270933","AC010719.1",0.4,0.8,0.3,1,2,3,0
"36536","ENSG00000270935","AL021808.1",0,0,0,0,0.1,0,0
"36537","ENSG00000270941","AC006254.2",0.5,0,0.8,0,0,0,0.7
"36538","ENSG00000270945","HSPE1P7",0.9,1,0.7,0.4,1,0,0.6
"36539","ENSG00000270948","MTDHP1",0.4,0.4,0.3,0.4,0,0,0.2
"36540","ENSG00000270953","AC007938.3",1,2,5,1,0.9,0.8,1
"36541","ENSG00000270955","AC135731.2",0,0,0,0,0.1,0.1,0
"36542","ENSG00000270956","AC009948.4",0.5,0,2,0,0.6,4,2
"36543","ENSG00000270959","LPP-AS2",6,7,2,8,4,4,17
"36544","ENSG00000270964","AC016355.1",1,4,0.4,2,0.6,1,4
"36545","ENSG00000270966","AC087763.1",0,0,0,0,0,0,0.6
"36546","ENSG00000270975","MAGOH3P",0.7,2,3,0.9,1,1,3
"36547","ENSG00000270977","AC015849.5",0.1,0.2,0.4,0.4,0.2,0.1,0.5
"36548","ENSG00000270980","AC060764.1",0,0,0,0,0,2,0
"36549","ENSG00000270983","AL589674.1",1,1,0.7,2,1,3,1
"36550","ENSG00000270986","HMGB1P51",0.2,0,0.4,0,0,1,0.3
"36551","ENSG00000270987","AL133338.2",0,0,0,0.2,0,0,0
"36552","ENSG00000270988","AC019257.2",0,0,0,0,0.3,0,0
"36553","ENSG00000270993","AC111186.1",1,0,0,0,0,0,0
"36554","ENSG00000270995","AL137072.1",0,0,0,0,0,0.3,0
"36555","ENSG00000270996","AC005034.4",0.7,0,0.3,2,0.3,0.5,0
"36556","ENSG00000270999","IGKV1OR2-118",0,0.8,0,0,0,0,0
"36557","ENSG00000271002","AC129492.5",0.5,0,0.7,0,0,1,1
"36558","ENSG00000271009","AC116667.1",0.3,0.4,0.1,0.4,0.5,0.9,0.2
"36559","ENSG00000271010","AC011475.1",0.5,0,0,0,0.3,0.3,0
"36560","ENSG00000271011","AC010680.3",0.6,0,0.4,0,0.6,2,0
"36561","ENSG00000271013","LRRC37A9P",0.2,0.2,0.4,0.3,0.2,0.1,0.4
"36562","ENSG00000271018","AC013244.1",0,0,0,0,0,0,0.9
"36563","ENSG00000271020","AC112220.2",5,9,8,7,8,9,13
"36564","ENSG00000271021","AC239600.1",0.3,0.3,1,0.6,0,0.7,0
"36565","ENSG00000271024","HSPE1P19",0,0,0,0.5,0,0,0
"36566","ENSG00000271029","AC135178.6",0,0.4,0.6,0,0,0.4,0
"36567","ENSG00000271032","AC020907.4",1,1,2,2,2,0,0.7
"36568","ENSG00000271034","AC139700.1",0.2,0.5,0.4,0.6,0.5,0.4,0
"36569","ENSG00000271035","AC010385.2",0.3,2,0,0,0,1,0
"36570","ENSG00000271040","AL390955.2",1,3,14,2,2,0.9,7
"36571","ENSG00000271042","AL078603.1",0.5,0,0,0,0,0,0
"36572","ENSG00000271044","AC087468.1",0,0,0,0,0,0,0.3
"36573","ENSG00000271046","AL512631.1",0,0.3,0,0,0.3,0.4,0
"36574","ENSG00000271049","AC020910.3",0,0.2,0,0,0.2,0,0
"36575","ENSG00000271052","AC108738.1",0,0,0,0,1,0,0
"36576","ENSG00000271063","SNRPGP17",0,0,3,0,0,0,0
"36577","ENSG00000271064","AC027644.2",0,0,0,0,0,0.7,0
"36578","ENSG00000271071","AL513548.2",0,0,0,0.1,0,0,0
"36579","ENSG00000271072","PHBP20",0.4,0.2,0.6,0.7,0.2,0.6,0.7
"36580","ENSG00000271075","AL139317.4",0,0.2,0.3,0,0.2,0.2,0.5
"36581","ENSG00000271077","AC096553.1",0,0.3,0,0,0,0.2,0
"36582","ENSG00000271078","AC139426.3",0,0,0,0,0.1,0.2,0
"36583","ENSG00000271079","CTAGE15",0,0,0.2,0,0,0,0
"36584","ENSG00000271086","NAMA",0,0,0,0.1,0,0,0
"36585","ENSG00000271092","TMEM56-RWDD3",2,1,2,1,1,3,1
"36586","ENSG00000271095","BNIP3P28",0.1,0.2,0.4,0.2,0.2,0.1,0.5
"36587","ENSG00000271098","IMMP1LP3",0,0,0,0,1,0,0
"36588","ENSG00000271099","AL357315.2",0.3,0.2,0.1,0,0.1,0.2,0.3
"36589","ENSG00000271100","AP000753.3",0,0.8,0,0,0,0,0
"36590","ENSG00000271101","AC005181.1",0,0,0,0,0,0,0.1
"36591","ENSG00000271105","SCML2P2",0.3,0.3,0.8,1,0.3,1,0.3
"36592","ENSG00000271109","AC008555.5",0,0.8,0,0.2,0.2,0.2,0.6
"36593","ENSG00000271113","AC079089.3",0,0,0,0,0,0.5,0
"36594","ENSG00000271115","AC010738.1",0.2,0,0.2,0,0.1,0,0
"36595","ENSG00000271118","AC012119.1",0,0,0,0,0,0,0.8
"36596","ENSG00000271119","AC026412.3",2,2,2,0.7,0.4,2,1
"36597","ENSG00000271122","AC018647.2",12,28,5,8,5,15,16
"36598","ENSG00000271127","AP000526.1",0.9,0.8,0.8,0,1,3,0.8
"36599","ENSG00000271131","PPIAP75",0.3,0,0,0,0.6,0.3,0.4
"36600","ENSG00000271133","AC004130.1",6,3,2,3,5,5,6
"36601","ENSG00000271137","AC006254.3",0,0,0,0.2,0,0,0
"36602","ENSG00000271138","IGLVIVOR22-1",0.4,0,0,0,0.7,0,0.9
"36603","ENSG00000271141","AC010680.4",0.3,0,0,0,0.8,0.9,0
"36604","ENSG00000271142","YWHAQP7",0,0,1,0,0.4,0,0
"36605","ENSG00000271147","ARMCX5-GPRASP2",6,3,14,6,7,11,12
"36606","ENSG00000271148","AC023762.1",0,0,0,0,0.2,0,0
"36607","ENSG00000271151","AC016737.1",0.7,2,0.4,0.1,0.5,0.3,0.7
"36608","ENSG00000271155","AL161729.1",0.4,1,0.2,0.8,1,1,1
"36609","ENSG00000271156","AC090578.1",0,0.2,0,0,0.2,0.5,0
"36610","ENSG00000271161","BOLA2P2",2,0.5,0.4,0.7,0.8,1,2
"36611","ENSG00000271163","AC004840.2",0.5,0,0,0,0.5,0,0
"36612","ENSG00000271164","AL139286.1",0,0.3,0,0,0,0.3,0
"36613","ENSG00000271172","AC104662.1",0.3,0,0,0,0,0,0.4
"36614","ENSG00000271173","AL355989.2",0,0,0,0,0,0,0.4
"36615","ENSG00000271180","AL158801.4",1,0.9,1,0.9,1,1,0.8
"36616","ENSG00000271182","AC123912.5",0,0,0.7,0,0,0,0
"36617","ENSG00000271185","AC007029.1",0.5,0.4,0,0.5,0,0,0
"36618","ENSG00000271190","RPP40P2",0,0,0.3,0,0,0,0
"36619","ENSG00000271192","AC006058.2",0,0,0,0,0,0,0.3
"36620","ENSG00000271196","AC113403.1",0.8,0,0,0,0,0,0
"36621","ENSG00000271198","VDAC3P1",0.9,1,0.3,0.2,0.8,0.2,1
"36622","ENSG00000271199","AL353804.2",0.9,0.4,0.7,2,0,2,2
"36623","ENSG00000271200","AC099791.2",2,1,0,1,2,0.4,1
"36624","ENSG00000271201","AC247036.1",0,0,0,0.4,0.4,0,0
"36625","ENSG00000271202","PRR13P7",0,0,0,0,0,0,0.4
"36626","ENSG00000271204","AC016831.5",0,0.2,0.3,0.2,0.1,0.7,0.1
"36627","ENSG00000271207","MTCO1P22",0.1,0.1,0.2,0.3,0.7,0.6,0.3
"36628","ENSG00000271208","Z99289.3",0,2,0.4,0.2,0,0,0
"36629","ENSG00000271209","BRDTP1",0,0.2,0.7,0,0,0,0.3
"36630","ENSG00000271215","RPL21P136",0,0,0,0,0.4,0.4,0
"36631","ENSG00000271216","LINC01050",0.4,0.6,0,0.4,0.2,2,0
"36632","ENSG00000271218","AL033384.2",0.7,0.3,0,0,0,0,0.4
"36633","ENSG00000271219","AC011626.1",0,0.3,0,0,0,0,0
"36634","ENSG00000271220","AL355376.2",0.4,0,0,0,0,0,0
"36635","ENSG00000271225","BNIP3P4",0,7,0,0,0,0,2
"36636","ENSG00000271227","AL109918.3",0,0,0,0.4,0.4,0,0
"36637","ENSG00000271228","AL121655.1",1,0.9,0.7,1,0.5,1,0
"36638","ENSG00000271234","AL078605.1",0,0.3,0,0,0,0,0
"36639","ENSG00000271236","SUMO2P15",0,0.5,0,0,0,0.6,0
"36640","ENSG00000271237","HMGB1P50",0,0,0,0,0,0,0.3
"36641","ENSG00000271243","AC016727.2",0,0,0,0,0,0.3,0
"36642","ENSG00000271252","AL683887.1",0.5,1,0,0.5,0.5,0.6,0
"36643","ENSG00000271253","AC011891.2",0,0.4,0,0,0,0,0
"36644","ENSG00000271254","ENSG00000271254",2,2,0.4,0.7,1,2,0.5
"36645","ENSG00000271259","AC010201.1",0.3,0.5,0,0.3,0,0,0.3
"36646","ENSG00000271265","AL355297.3",1,0.9,2,1,0.3,0.7,0.8
"36647","ENSG00000271266","LAPTM4BP2",2,4,3,1,1,2,0.8
"36648","ENSG00000271267","AL353807.4",1,2,0.9,2,0,0,2
"36649","ENSG00000271268","AC015849.6",1,7,5,1,0.3,5,2
"36650","ENSG00000271270","TMCC1-AS1",6,3,2,4,6,6,6
"36651","ENSG00000271275","AC007326.1",0,0,0,0.9,0,0,0
"36652","ENSG00000271278","ELOCP33",0,0.2,0,0,0.2,0.3,0
"36653","ENSG00000271283","AC011458.2",0,0.7,0,0,0,0,0
"36654","ENSG00000271287","BCRP9",0.4,0.4,0,0,0,0,0
"36655","ENSG00000271299","AC008962.1",0,0,0,0,0,0,0.6
"36656","ENSG00000271303","SRXN1",5,3,2,4,7,6,3
"36657","ENSG00000271306","RAC1P9",0.4,2,0,0,0,0.8,0
"36658","ENSG00000271318","AP000654.2",0,0,0,0,0.2,0,0.3
"36659","ENSG00000271320","AC091488.1",0.2,0,0,0.4,0,0,0
"36660","ENSG00000271324","AC112220.3",0.9,3,4,3,0.6,3,1
"36661","ENSG00000271327","AC010201.2",0.4,0.4,0.2,0.4,0.2,0.7,0.2
"36662","ENSG00000271329","AL035417.2",0,0,0.3,0,0,0,0
"36663","ENSG00000271332","AC023206.1",0,0,2,0,0,0.5,0
"36664","ENSG00000271334","LINC02104",6,2,21,0.5,0.2,0,10
"36665","ENSG00000271335","AL117336.3",6,6,2,2,9,4,8
"36666","ENSG00000271337","NDE1P2",0.6,0.1,0.2,0.1,0.4,0,0.3
"36667","ENSG00000271344","AC018638.6",2,0.7,1,2,0.7,0.5,0.9
"36668","ENSG00000271347","AC124312.5",6,41,3,4,4,6,5
"36669","ENSG00000271350","AC103792.1",0,0,0.2,0,0,0.2,0.2
"36670","ENSG00000271356","AC073091.2",0,1,0,0,0,0,0
"36671","ENSG00000271360","AL512631.2",0.2,0,0,0,0,0,0.2
"36672","ENSG00000271365","AC140113.3",0,0.7,0,0,0,0,0
"36673","ENSG00000271366","AC002128.2",0,0.2,0,0,0.2,0,0
"36674","ENSG00000271367","AL034374.2",0.6,0.3,0.4,0.5,0.8,0.6,2
"36675","ENSG00000271369","AC087783.2",0,0.5,0,0,0,0,0
"36676","ENSG00000271373","NANOGP3",0,0,0,0.5,0,0,0
"36677","ENSG00000271375","AC134879.2",0,1,0,0,0,0,0.5
"36678","ENSG00000271378","C8orf59P2",0,0,0,0,0,1,0
"36679","ENSG00000271380","AL451085.2",2,0.9,6,2,0.5,1,2
"36680","ENSG00000271382","AC012464.3",0.2,0.2,0,0,0.2,0.3,0.1
"36681","ENSG00000271383","NBPF19",1,0.9,0.6,1,0.6,0.9,0.2
"36682","ENSG00000271384","AL161729.3",0,0.6,0,0.2,0,0,0
"36683","ENSG00000271387","AL445228.2",1,0.4,0.5,0.2,0.9,0.5,0.8
"36684","ENSG00000271390","AP003973.2",0,0,0.9,0,0.3,0,0
"36685","ENSG00000271394","7SK",1,4,64,2,2,7,7
"36686","ENSG00000271396","AC091167.5",0.3,0.2,0,0,0.2,0,0.2
"36687","ENSG00000271398","AL353622.2",0.4,0,0,0.3,0.3,0.7,0.4
"36688","ENSG00000271401","AC010680.5",0,0,0.5,0,0.6,0,0
"36689","ENSG00000271412","PRR13P3",0,0,0.6,0,0,0,0
"36690","ENSG00000271414","AC093107.2",0.3,0,0,0,0,0,0
"36691","ENSG00000271415","RPL23AP90",0,0,2,0,0.6,0,0
"36692","ENSG00000271417","ENSG00000271417",0.1,0,0,0,0,0,0
"36693","ENSG00000271420","AL109936.2",2,0.9,2,1,2,1,0.6
"36694","ENSG00000271424","AL157791.2",0,0,0.5,0,0,0,0
"36695","ENSG00000271425","NBPF10",3,4,2,3,1,2,1
"36696","ENSG00000271427","AL358072.1",0.5,2,0.8,0,2,0.3,2
"36697","ENSG00000271428","AL031281.1",0,0,0,0.3,0,0,0.4
"36698","ENSG00000271430","ENSG00000271430",2,3,5,2,4,4,3
"36699","ENSG00000271435","AC068137.2",0,0.3,0,0,0,0,0.8
"36700","ENSG00000271437","AL356423.1",0,0.3,0.4,0,0,0,0
"36701","ENSG00000271443","AC011247.3",0,0,0,0,0,0.2,0.2
"36702","ENSG00000271447","MMP28",0,0.2,0,0,0,0.1,0.2
"36703","ENSG00000271452","AC005034.5",5,6,5,4,5,2,5
"36704","ENSG00000271454","AL353729.2",0,0.2,0,0,0,0.3,0.3
"36705","ENSG00000271461","AL109809.4",0,0,0,0,0,0.1,0
"36706","ENSG00000271462","AC091805.2",0.6,0,0,0,0,0,0
"36707","ENSG00000271464","DPRXP7",0,0,0,0.3,0,0,0
"36708","ENSG00000271466","CICP24",0,0,0.1,0,0,0,0
"36709","ENSG00000271474","AC106881.1",0.1,0.4,0.8,0,0.3,0.5,0.1
"36710","ENSG00000271475","AL078624.2",0,0.3,0,0,0,0,0
"36711","ENSG00000271480","MTND3P19",0.4,0,0,0,0,0,0
"36712","ENSG00000271500","AC005183.1",0,0.2,0.2,0,0.1,0,0.1
"36713","ENSG00000271503","CCL5",0.9,0.5,0.2,0.3,0.9,0.8,2
"36714","ENSG00000271519","AL590065.1",0.2,0.2,0.2,0.2,0.2,0.4,0.3
"36715","ENSG00000271522","AC016831.6",0.5,0.4,0.3,0,0.2,0.1,0.5
"36716","ENSG00000271524","BNIP3P17",0,4,0,0,0.2,1,0.9
"36717","ENSG00000271525","ARF4P1",2,5,5,5,1,2,2
"36718","ENSG00000271532","BBIP1P1",1,4,2,0.5,1,0,0
"36719","ENSG00000271533","Z83843.1",1,3,2,1,2,2,2
"36720","ENSG00000271537","AC009220.3",0,0.7,3,0.7,0.7,0.3,1
"36721","ENSG00000271538","LINC02427",0,0.3,0.5,0.6,0,0,0.4
"36722","ENSG00000271543","AC021443.1",0,0,0,0,0.7,0,0
"36723","ENSG00000271547","AC117498.3",0,0.8,0,0.6,0,0.3,0
"36724","ENSG00000271550","BNIP3P11",3,5,0.8,3,0.8,1,4
"36725","ENSG00000271551","AL355297.4",2,2,0.6,0.8,2,1,3
"36726","ENSG00000271553","AC018638.7",0.5,0.6,5,1,0.3,2,1
"36727","ENSG00000271554","AL138787.2",0.2,0.8,0,0,0,0.2,0.3
"36728","ENSG00000271555","AC113139.1",0,0.6,0,0,0.6,1,0
"36729","ENSG00000271557","YPEL5P2",1,0.4,0,0,0,0,0
"36730","ENSG00000271564","LINC02333",0.4,1,0.3,0.7,0.3,0.2,0.6
"36731","ENSG00000271567","PPIAL4E",1,0.9,3,0.2,0.2,0.2,1
"36732","ENSG00000271576","AL359504.2",3,1,0.6,2,3,6,3
"36733","ENSG00000271579","AC078880.3",1,2,0.4,0.3,0.5,0.4,0.6
"36734","ENSG00000271580","AL583832.1",0.6,0.5,4,1,0.6,0.4,0.5
"36735","ENSG00000271581","AL671883.2",0.2,2,3,2,0.9,3,1
